Temparature,Humidity,Moisture,Soil_Type,Crop_Type,Nitrogen,Potassium,Phosphorous,Fertilizer
25,50,40,Clay,Pulses,6,19,16,10-26-26
25,50,40,Clay,Pulses,6,19,16,10-26-26
25,50,40,Clay,Pulses,6,19,16,10-26-26
26,52,36,Clay,Pulses,7,16,20,10-26-26
26,52,36,Clay,Pulses,7,16,20,10-26-26
26,52,36,Clay,Pulses,7,16,20,10-26-26
34,65,45,Clay,Paddy,6,19,21,10-26-26
34,65,45,Clay,Paddy,6,19,21,10-26-26
34,65,45,Clay,Paddy,6,19,21,10-26-26
28,54,47,Sandy,Barley,5,18,15,10-26-26
28,54,47,Sandy,Barley,5,18,15,10-26-26
28,54,47,Sandy,Barley,5,18,15,10-26-26
24,91,34,Sandy,orange,22,17,5,10-10-10
24,91,34,Sandy,orange,22,17,5,10-10-10
24,91,34,Sandy,orange,22,17,5,10-10-10
23,93,31,Sandy,orange,4,23,5,10-10-10
23,93,31,Sandy,orange,4,23,5,10-10-10
23,93,31,Sandy,orange,4,23,5,10-10-10
12,95,42,Sandy,orange,11,14,5,10-10-10
12,95,42,Sandy,orange,11,14,5,10-10-10
12,95,42,Sandy,orange,11,14,5,10-10-10
27,80,31,Clay,kidneybeans,19,21,6,10-10-10
27,80,31,Clay,kidneybeans,19,21,6,10-10-10
27,80,31,Clay,kidneybeans,19,21,6,10-10-10
17.02498456,16.98861173,36.61720784610698,Saline,chickpea,40,77,72,DAP
19.02061277,17.13159126,34.118685956974794,Clay,chickpea,23,84,72,DAP
17.88776475,15.40589717,21.072200890324794,Sandy,chickpea,39,85,58,MOP
18.86805647,15.65809214,21.93841677060007,Saline,chickpea,22,85,72,Ammonium Sulphate
18.36952567,19.56381041,27.76669277095927,Clay,chickpea,36,77,67,MOP
20.45078582,15.40312102,16.615491626539708,Saline,chickpea,32,81,73,Super Phosphate
20.6543203,16.60820843,30.258624517831763,Silt,chickpea,58,84,70,DAP
17.3348681,18.74926979,29.913607263095415,Saline,chickpea,59,84,70,NPK
18.17912258,18.90426935,27.661543800848875,Saline,chickpea,42,75,62,Urea
18.01272266,18.30968112,34.32075026816419,Loamy,chickpea,28,81,74,NPK
20.99373558,19.33470387,22.11527995572412,Peaty,chickpea,58,79,66,Ammonium Sulphate
19.46233971,15.22538951,38.83344670913798,Saline,chickpea,43,79,66,Urea
19.81344531,14.69765308,26.408161824968666,Clay,chickpea,58,81,63,Super Phosphate
18.97424756,19.5161216,12.388602596437716,Sandy,chickpea,23,85,62,MOP
18.19737048,14.71070537,15.606178463554787,Chalky,chickpea,27,77,62,Super Phosphate
18.72963144,19.18197264,15.371568113117627,Chalky,chickpea,28,84,72,NPK
20.99502153,19.8601304,33.48892135016465,Peaty,chickpea,50,76,56,DAP
20.28155898,16.39535215,21.521595874014693,Loamy,chickpea,39,84,71,DAP
17.48042641,15.7559405,38.82120797364588,Silt,chickpea,25,76,78,Super Phosphate
20.88818675,14.32313811,36.55879088094366,Saline,chickpea,31,77,70,Urea
17.08498521,16.14565756,24.623535120747377,Sandy,chickpea,26,83,80,Super Phosphate
20.09340593,15.11279612,17.97723110085098,Silt,chickpea,25,77,68,Super Phosphate
17.57212145,14.99927489,17.380541012300192,Chalky,chickpea,31,76,78,NPK
19.12065218,18.43475844,27.854210193207482,Peaty,chickpea,60,83,68,Super Phosphate
18.57665902,19.22008229,17.79369177329578,Loamy,chickpea,59,83,62,Ammonium Sulphate
17.16606398,14.42457525,17.14815409552159,Silt,chickpea,22,78,67,MOP
18.2872007,16.67921616,26.652689408676327,Peaty,chickpea,36,80,65,Ammonium Sulphate
19.03025305,18.66725565,28.714784545469048,Sandy,chickpea,59,84,60,Ammonium Sulphate
17.141861399999996,17.0662427,28.08571131660005,Saline,chickpea,54,85,77,DAP
17.47809436,17.93253975,13.066755251421371,Saline,chickpea,43,81,68,NPK
20.56601874,14.25803981,30.67890695835617,Loamy,chickpea,28,82,76,MOP
17.22385224,15.82069268,24.644038005480738,Chalky,chickpea,42,85,79,MOP
19.69141713,19.44225438,19.06874626706624,Clay,chickpea,32,83,60,Super Phosphate
17.84851658,19.09172907,29.597333748474604,Peaty,chickpea,22,76,78,Ammonium Sulphate
18.8202251,16.1074793,15.232963290323934,Sandy,chickpea,31,75,79,MOP
17.47500984,16.54314829,39.01254201067917,Clay,chickpea,28,81,58,DAP
18.72649425,17.58406365,38.20618324728278,Saline,chickpea,57,77,58,MOP
18.65580107,16.17772668,29.440157025119824,Sandy,chickpea,49,78,55,Super Phosphate
18.2356751,19.68538502,15.785996515490874,Chalky,chickpea,46,77,76,Urea
18.81198127,15.21618225,29.79246275274364,Silt,chickpea,54,77,61,Urea
18.65054116,17.80852431,35.47332671757917,Loamy,chickpea,38,76,60,DAP
20.36720401,16.89574311,10.895801772623088,Saline,chickpea,59,79,55,Super Phosphate
18.38120357,16.63805158,31.594327058591922,Silt,chickpea,36,75,76,NPK
17.17012591,17.30457712,18.436604000395103,Clay,chickpea,57,81,68,Super Phosphate
19.37101121,15.77458129,23.776294894675253,Silt,chickpea,35,81,66,Ammonium Sulphate
17.92845928,14.27327988,23.85817195413962,Loamy,chickpea,35,78,64,Super Phosphate
19.45339934,18.23490739,31.930035065860476,Peaty,chickpea,52,79,60,NPK
19.12829388,14.92241479,18.153240894839485,Peaty,chickpea,27,83,76,Ammonium Sulphate
19.1034283,17.26184541,16.523814727720804,Loamy,chickpea,57,84,60,MOP
17.48504075,16.96070581,23.56360775573605,Loamy,chickpea,52,78,68,NPK
19.40751744,18.98030507,12.479514226390457,Saline,chickpea,43,79,79,Urea
20.18649426,19.63719995,26.826608333908233,Chalky,chickpea,44,85,74,Urea
17.30287885,15.15405941,24.048622716064592,Clay,chickpea,24,78,55,MOP
17.50361137,15.48083156,19.049770195894045,Sandy,chickpea,29,75,77,Super Phosphate
18.17234999,14.70085967,25.141182810006867,Saline,chickpea,20,78,60,Ammonium Sulphate
17.57445618,16.71826572,20.37838101363841,Clay,chickpea,56,78,67,Ammonium Sulphate
20.93175255,18.91295403,29.643583098193588,Loamy,chickpea,37,85,66,Urea
19.71098332,17.63879418,26.258788499677625,Clay,chickpea,49,76,71,MOP
19.07937684,17.86754927,14.944451052364155,Chalky,chickpea,59,80,69,MOP
18.54988627,16.02542689,12.746618793749857,Saline,chickpea,20,77,79,Super Phosphate
18.19903647,17.41333199,38.58986234581569,Chalky,chickpea,24,85,56,Urea
18.88852533,14.99451145,13.461654266260215,Saline,chickpea,51,75,72,Urea
18.49311205,14.72115044,38.51328316920182,Silt,chickpea,57,85,73,Ammonium Sulphate
19.48974337,17.17260319,22.471336058280023,Saline,chickpea,22,82,64,DAP
17.25769499,18.74943955,36.73964837416786,Saline,chickpea,52,79,73,Ammonium Sulphate
19.62416326,18.71483156,22.373249492313253,Clay,chickpea,29,75,75,Super Phosphate
20.67526473,19.85388984,27.805558404586375,Chalky,chickpea,44,78,59,DAP
20.02381489,16.63294455,30.268269132722533,Sandy,chickpea,41,82,69,NPK
20.118744600000007,14.44228303,12.104395634161644,Clay,chickpea,52,85,56,Ammonium Sulphate
20.65691793,15.84572566,33.097611247908134,Peaty,chickpea,34,80,76,Ammonium Sulphate
19.2582557,14.2804191,36.94100954336789,Clay,chickpea,42,83,74,Ammonium Sulphate
17.927806,15.85622899,23.751950429506003,Silt,chickpea,34,79,71,Ammonium Sulphate
19.16288268,15.83500655,23.363935468732805,Silt,chickpea,27,79,73,MOP
20.26942271,19.96978871,12.0046312250866,Peaty,chickpea,30,79,70,NPK
17.09104223,18.25142068,17.24339425237833,Sandy,chickpea,57,75,57,Super Phosphate
17.06579293,17.54024066,29.913663426636102,Clay,chickpea,27,82,79,Super Phosphate
20.62767492,14.44008871,31.035310194368474,Sandy,chickpea,32,85,71,MOP
20.8248451,17.85057083,32.82639744825459,Peaty,chickpea,31,82,76,Urea
19.46210401,18.72831993,10.87150768200546,Saline,chickpea,33,84,75,NPK
17.18248372,16.42891834,34.3656719087174,Chalky,chickpea,47,77,80,MOP
17.48911699,16.39055394,12.309691344755276,Clay,chickpea,54,80,62,Urea
17.48395377,14.76014523,38.98784624280615,Peaty,chickpea,47,78,79,MOP
19.48316794,17.44534641,24.786270825275736,Clay,chickpea,35,83,57,MOP
19.71359733,18.09665739,38.08158664520539,Clay,chickpea,53,77,73,Ammonium Sulphate
19.48649305,16.06240074,21.29741817441139,Loamy,chickpea,45,78,61,Ammonium Sulphate
19.95264829,14.82633099,30.215603406071935,Saline,chickpea,37,79,78,Ammonium Sulphate
19.41789736,16.80472243,29.93167020519231,Peaty,chickpea,30,81,75,DAP
19.45591848,18.02235902,31.54239506172037,Chalky,chickpea,37,82,55,NPK
20.19137759,16.41998269,37.85180053433928,Clay,chickpea,53,76,65,Urea
18.8392908,14.74071856,28.315578532919844,Silt,chickpea,22,85,60,Urea
20.71219282,19.83643308,37.42383304200405,Saline,chickpea,60,78,61,Super Phosphate
18.99424448,15.9362937,15.988563782877529,Chalky,chickpea,42,77,67,Urea
19.96837462,15.57324389,37.043468478553066,Clay,chickpea,39,76,76,NPK
17.81564548,17.60756635,38.396207958918424,Saline,chickpea,35,76,63,MOP
20.71424384,15.27824066,12.091168760383145,Saline,chickpea,30,82,65,NPK
17.34150229,18.75626255,32.47595244111348,Peaty,chickpea,57,78,56,NPK
17.43732714,14.33847406,28.5996515948806,Clay,chickpea,48,78,65,DAP
18.89780215,19.76182946,30.13964542445621,Chalky,chickpea,36,83,56,NPK
18.59190771,14.77959596,17.239273923418803,Chalky,chickpea,40,75,58,Super Phosphate
18.31561493,15.36143547,35.54934680583831,Silt,chickpea,49,82,69,Urea
36.51268371,57.92887167,25.88149087668289,Chalky,pigeonpeas,3,24,72,Ammonium Sulphate
36.89163721,62.73178224,19.878183444660397,Clay,pigeonpeas,40,23,59,Ammonium Sulphate
29.23540524,59.38967583,13.834060740658407,Loamy,pigeonpeas,33,23,73,DAP
27.33534897,43.35795962,32.61725757972057,Silt,pigeonpeas,27,24,57,MOP
21.0643684,55.46985938,23.36498608584134,Silt,pigeonpeas,10,18,79,NPK
30.33276599,42.35249879,29.589371532473763,Chalky,pigeonpeas,30,25,75,MOP
31.80130272,45.03186173,37.46604532960107,Loamy,pigeonpeas,40,20,70,MOP
33.18184225,38.23184742,25.38995070773545,Peaty,pigeonpeas,38,19,55,Urea
29.38538562,63.47742011,21.97032894930117,Sandy,pigeonpeas,35,20,58,Ammonium Sulphate
30.27374995,67.38680755,29.820776384085022,Peaty,pigeonpeas,38,21,61,Urea
35.45790488,68.75810535,11.069288089094428,Peaty,pigeonpeas,33,24,58,Urea
33.80020039,40.03262418,32.55271392195107,Loamy,pigeonpeas,16,17,56,DAP
28.69180475,49.47225353,27.51163888569537,Saline,pigeonpeas,31,17,72,Urea
31.24021696,56.67369054,23.29388878358524,Clay,pigeonpeas,16,20,80,Ammonium Sulphate
28.98039357,57.23265151,10.572143983583253,Silt,pigeonpeas,27,17,72,MOP
27.32198928,34.13737127,12.13014223096611,Silt,pigeonpeas,40,19,62,Urea
21.47607807,38.80023714,12.196812105377058,Clay,pigeonpeas,18,16,58,DAP
18.31910448,34.69776639,10.129259071907263,Loamy,pigeonpeas,3,16,68,DAP
36.97794384,37.73992903,36.44210181941376,Saline,pigeonpeas,26,24,67,MOP
24.80467592,40.1242747,32.80229247752307,Silt,pigeonpeas,16,20,70,NPK
19.3479443,55.96805489,23.475644264317424,Saline,pigeonpeas,24,19,63,Ammonium Sulphate
28.88302142,50.12323801,15.7389851428749,Peaty,pigeonpeas,9,25,76,NPK
19.54314136,47.19188279,18.750513130196918,Sandy,pigeonpeas,16,19,55,Ammonium Sulphate
24.7741949,50.54621094,27.167497467683003,Peaty,pigeonpeas,28,21,75,Urea
18.33124824,38.40975482,35.76148279282006,Silt,pigeonpeas,16,24,71,MOP
19.14729038,45.3733757,33.225964024151345,Loamy,pigeonpeas,24,21,70,NPK
28.23416057,49.4421345,21.97472872214615,Peaty,pigeonpeas,38,21,72,MOP
30.11812084,34.13307843,30.506756813384673,Silt,pigeonpeas,9,21,66,Urea
33.4126864,35.42910045,12.403400400032998,Clay,pigeonpeas,34,17,56,Super Phosphate
24.18553163,46.68746847,28.286881070380538,Sandy,pigeonpeas,1,19,76,MOP
26.88630675,41.69617915,17.307031202099548,Chalky,pigeonpeas,6,19,69,Super Phosphate
31.33170829,57.97429171,22.206295858729327,Clay,pigeonpeas,26,21,73,Super Phosphate
33.30711818,67.07780816,11.144550312825114,Silt,pigeonpeas,27,18,61,DAP
23.45379018,46.48714759,13.496675856748944,Clay,pigeonpeas,27,23,71,MOP
34.53823889,39.04468913,16.284888642243374,Peaty,pigeonpeas,36,21,61,Ammonium Sulphate
19.50112224,34.51086611,17.938706260340116,Loamy,pigeonpeas,17,18,73,Urea
28.76794904,37.57792132,24.462532654928207,Sandy,pigeonpeas,26,22,72,MOP
30.97758716,32.24914235,38.61022720605219,Peaty,pigeonpeas,17,16,64,Urea
18.39759147,36.82639309,35.349499130337556,Sandy,pigeonpeas,14,19,74,MOP
35.09357419,30.98685456,20.386370108564474,Clay,pigeonpeas,39,15,60,Super Phosphate
34.93174223,30.40046769,11.110087453914295,Saline,pigeonpeas,6,15,66,Urea
29.50523036,35.72032498,18.29248509417166,Peaty,pigeonpeas,8,18,59,NPK
34.51934775,47.52980027,26.40338149016065,Chalky,pigeonpeas,2,18,67,DAP
28.43430726,52.10010827,10.5769980286955,Chalky,pigeonpeas,1,17,76,MOP
18.41645629,34.80541039,26.37001795628842,Sandy,pigeonpeas,16,19,73,Ammonium Sulphate
31.07508973,47.19847683,23.33570133677221,Loamy,pigeonpeas,23,25,75,DAP
20.89342749,46.24856523,37.00687965678239,Loamy,pigeonpeas,32,20,70,NPK
30.90607799,52.79913039,17.56720196274692,Clay,pigeonpeas,28,22,59,MOP
27.9348279,66.45457122,22.466720075025634,Sandy,pigeonpeas,5,23,62,Ammonium Sulphate
35.95176642,36.52780776,10.117997036435677,Chalky,pigeonpeas,36,25,67,DAP
19.54317155,56.92831399,37.650860880456364,Peaty,pigeonpeas,1,23,66,MOP
19.63736208,32.31528909,22.017419394753468,Silt,pigeonpeas,24,20,73,MOP
31.2192752,56.46868874,32.08620241970273,Clay,pigeonpeas,17,18,67,Urea
33.50876355,45.70976142,37.42856458466387,Saline,pigeonpeas,5,18,55,NPK
24.80710166,45.01110015,23.029114290217155,Saline,pigeonpeas,5,24,56,MOP
36.20970524,31.94550613,16.415748288087144,Sandy,pigeonpeas,37,17,77,Ammonium Sulphate
30.50420876,35.48885969,26.890534557540295,Peaty,pigeonpeas,13,20,73,DAP
26.01630259,49.94704718,38.25667497786243,Saline,pigeonpeas,6,23,63,Ammonium Sulphate
31.48469278,35.6395615,32.669243028641084,Silt,pigeonpeas,16,22,77,Super Phosphate
33.15122581,32.45974539,18.263153853003747,Clay,pigeonpeas,25,20,64,MOP
23.50222822,51.29019509,25.946396412421667,Peaty,pigeonpeas,34,24,75,DAP
34.87248659,38.83786012,10.10301751702148,Clay,pigeonpeas,20,23,77,NPK
28.09269012,44.93322042,17.732615007609336,Chalky,pigeonpeas,35,25,80,MOP
24.54757829,57.3414485,23.749519119421713,Saline,pigeonpeas,14,24,75,Super Phosphate
33.64769646,48.41490082,22.57053235657772,Peaty,pigeonpeas,36,21,80,Super Phosphate
20.5591255,60.54880693,18.181237188418518,Chalky,pigeonpeas,7,18,77,Ammonium Sulphate
19.95991719,59.33157782,22.934133326146437,Chalky,pigeonpeas,29,25,78,DAP
28.87667593,62.4901206,16.04165702776418,Sandy,pigeonpeas,30,21,60,Urea
36.04353699,43.61444121,26.35666181326094,Chalky,pigeonpeas,20,16,74,DAP
23.6734328,47.2879691,11.357658842459973,Loamy,pigeonpeas,19,23,57,MOP
25.74679443,40.7192594,20.78753534531492,Chalky,pigeonpeas,3,19,60,Ammonium Sulphate
31.08564994,66.68832981,12.820578426550359,Loamy,pigeonpeas,5,19,77,Ammonium Sulphate
18.72987676,61.33186249,26.797027406016973,Loamy,pigeonpeas,5,20,68,Super Phosphate
29.50304807,63.46513414,11.992790854855693,Peaty,pigeonpeas,37,21,73,DAP
20.43517772,39.37252634,34.057719664717666,Loamy,pigeonpeas,9,24,59,DAP
36.00415838,56.01334416,32.954322181199444,Chalky,pigeonpeas,20,15,72,Ammonium Sulphate
31.46846241,35.39454002,11.850899447014964,Sandy,pigeonpeas,31,23,56,Super Phosphate
36.30049702,56.03021253,35.17864561718198,Clay,pigeonpeas,0,21,70,MOP
29.49096726,67.10604388,15.978154111764514,Clay,pigeonpeas,21,15,74,Ammonium Sulphate
30.5753044,34.75591197,33.21256256312226,Peaty,pigeonpeas,13,18,67,Urea
24.69487673,59.96669215,11.06329774900028,Loamy,pigeonpeas,27,20,74,MOP
23.17409556,36.67847052,28.15095411435109,Loamy,pigeonpeas,29,24,72,Super Phosphate
19.04380471,33.10695144,34.379974096213154,Clay,pigeonpeas,5,20,68,Ammonium Sulphate
29.32379604,45.93248374,13.036977554720547,Silt,pigeonpeas,39,19,57,Ammonium Sulphate
34.6455408,54.32342534,16.45459380342002,Sandy,pigeonpeas,22,16,62,Urea
21.9989826,56.31006755,39.481849179154295,Peaty,pigeonpeas,18,23,55,DAP
22.99774444,60.24218572,22.478525198377568,Clay,pigeonpeas,39,21,77,Super Phosphate
30.55992394,35.29006485,29.19507749935466,Loamy,pigeonpeas,13,20,75,Ammonium Sulphate
31.46417866,48.17631461,32.38354340080964,Sandy,pigeonpeas,27,24,71,Urea
25.95058595,40.58227261,12.975516145682487,Peaty,pigeonpeas,26,22,64,Super Phosphate
21.01142393,69.69141302,33.58710066722719,Sandy,pigeonpeas,23,16,55,Urea
19.25100056,47.70351758,16.219621965087114,Chalky,pigeonpeas,4,19,69,Urea
19.24462755,50.54495302,24.57768181409115,Peaty,pigeonpeas,20,19,67,DAP
22.47253208,62.56532471,28.579061418883597,Chalky,pigeonpeas,7,17,74,DAP
36.75087487,58.25799145,21.35253354834879,Saline,pigeonpeas,17,18,64,DAP
29.89286629,66.35375127,28.75655399468984,Clay,pigeonpeas,35,17,71,Super Phosphate
29.37735586,44.82294584,28.34160162053891,Loamy,pigeonpeas,11,22,72,MOP
29.65052947,42.89833235,18.62273420832264,Sandy,pigeonpeas,20,22,60,Ammonium Sulphate
19.54284889,66.34777265,37.46066843897046,Silt,pigeonpeas,10,18,71,Ammonium Sulphate
20.04611791,48.93905624,35.697558818427424,Saline,pigeonpeas,33,24,61,Super Phosphate
27.91095209,64.70930606,18.10818651526457,Sandy,mothbeans,3,18,49,MOP
27.32220619,51.27868781,21.234764124278314,Peaty,mothbeans,22,23,59,MOP
28.66024187,59.3189118,31.147576091220504,Clay,mothbeans,36,25,58,Ammonium Sulphate
29.02955344,61.09387478,12.145118273759234,Silt,mothbeans,4,18,43,NPK
27.78031515,54.65030015,16.45761144139852,Peaty,mothbeans,29,16,54,MOP
31.99928579,54.1077461,38.421746299631636,Clay,mothbeans,32,22,43,Urea
27.33580911,55.27755933,22.401673644011964,Clay,mothbeans,14,15,55,DAP
28.92952635,53.57014709,10.49032962303335,Chalky,mothbeans,5,20,35,NPK
27.65472156,58.59986279,29.197938047527437,Saline,mothbeans,25,24,57,Ammonium Sulphate
28.52396666,55.77264351,32.305041768111295,Silt,mothbeans,11,24,53,NPK
31.02215872,45.89239456,38.69856952003622,Saline,mothbeans,40,17,49,Super Phosphate
25.74095321,45.38497051,38.37624583559526,Chalky,mothbeans,38,25,56,MOP
31.70447482,56.85420099,36.6298501731382,Clay,mothbeans,27,23,43,Ammonium Sulphate
24.47876451,58.51663927,14.27686881754105,Loamy,mothbeans,24,22,38,Super Phosphate
31.46511256,51.79939437,31.223074341844907,Chalky,mothbeans,23,21,45,Urea
25.60973447,50.7330069,38.59591649576601,Silt,mothbeans,29,20,57,MOP
30.30260453,47.18283631,16.334391288029295,Clay,mothbeans,31,23,35,Ammonium Sulphate
28.17489437,43.6672299,13.63955859403682,Saline,mothbeans,0,25,55,DAP
25.50634557,44.8302551,33.83325445462971,Peaty,mothbeans,7,22,45,Ammonium Sulphate
31.12896766,43.58788762,14.009028079409,Clay,mothbeans,17,25,58,Super Phosphate
26.34043268,55.59160391,18.670659741273198,Peaty,mothbeans,11,17,44,DAP
28.23494706,61.5620517,29.732333532885313,Clay,mothbeans,22,22,49,MOP
27.04453473,49.32609633,26.016825750739862,Clay,mothbeans,9,19,51,Ammonium Sulphate
25.16125354,55.25435777,20.358444408103807,Sandy,mothbeans,28,15,48,DAP
27.3179125,51.66921088,10.447625375114718,Sandy,mothbeans,26,19,50,Urea
25.4123765,49.66474269,20.988338662105857,Sandy,mothbeans,36,20,56,DAP
31.21629982,46.01868196,33.02316099494533,Clay,mothbeans,8,18,60,MOP
30.573999,58.22686794,25.738144434924155,Sandy,mothbeans,24,21,37,NPK
25.42517036,53.22082660000001,14.925463703749122,Chalky,mothbeans,22,24,43,Ammonium Sulphate
27.09400578,43.65305437,10.53346162324632,Clay,mothbeans,36,24,43,NPK
24.30935081,56.32938343,37.81584764274915,Saline,mothbeans,22,24,44,Super Phosphate
30.06142622,45.90067655,39.85073069426101,Loamy,mothbeans,17,22,43,DAP
28.09568993,60.98353839999999,27.582548445681326,Clay,mothbeans,8,15,45,DAP
26.33908791,40.00933429,16.496288665727835,Peaty,mothbeans,7,23,56,DAP
28.61409059,57.14218792,26.194745209046808,Loamy,mothbeans,36,16,57,DAP
28.70012137,44.359648,18.339680247520953,Saline,mothbeans,11,19,45,Super Phosphate
24.21610338,59.79236306,20.052446576887075,Sandy,mothbeans,6,22,36,Urea
28.50677929,45.20094476,30.799460084880202,Chalky,mothbeans,17,20,57,Urea
25.97948991,64.95585424,15.834686376788785,Sandy,mothbeans,4,20,47,NPK
30.88482722,41.36561835,29.63237797216559,Peaty,mothbeans,9,16,49,NPK
25.5042419,61.66852372,31.326309558528344,Loamy,mothbeans,25,24,51,MOP
25.12528913,51.33189406,16.370146219397824,Clay,mothbeans,36,21,44,Ammonium Sulphate
27.10508014,63.56791363,17.830729080869194,Loamy,mothbeans,21,20,38,NPK
31.1006247,44.82069159,34.83841880961546,Saline,mothbeans,37,20,57,Urea
26.45707778,56.40226277,21.04615906172262,Chalky,mothbeans,32,18,48,Urea
30.04132304,63.56222995,37.98482111183115,Clay,mothbeans,29,20,44,NPK
27.77799528,54.82130787,28.853761826804707,Clay,mothbeans,25,18,51,DAP
30.99256944,43.02151392,10.905758843494176,Silt,mothbeans,10,24,44,Urea
26.4908332,47.36534833,17.723244661729034,Loamy,mothbeans,23,18,35,DAP
31.96987867,57.17377029,39.55800162335919,Chalky,mothbeans,9,23,60,MOP
25.36140526,46.82652785,24.69653212748608,Saline,mothbeans,3,21,58,Urea
25.54249137,56.96640758,27.758297162272076,Silt,mothbeans,22,22,42,Ammonium Sulphate
28.99319096,62.85948245,24.95254605143895,Chalky,mothbeans,12,21,39,DAP
29.34317422,60.50320928,25.743396886536157,Clay,mothbeans,39,22,36,Ammonium Sulphate
28.63618921,61.39451307,34.414972791274494,Clay,mothbeans,32,16,41,NPK
24.83206631,44.17085032,31.73534291919005,Loamy,mothbeans,30,15,41,Super Phosphate
25.44689075,58.55363573,31.03284799388061,Clay,mothbeans,19,22,36,Urea
31.01274943,62.40392519,34.70324429366816,Saline,mothbeans,4,15,46,Super Phosphate
27.06179658,52.3003173,23.815370203764225,Silt,mothbeans,21,20,39,Urea
27.0956288,42.26206161,24.66985489985826,Clay,mothbeans,35,25,57,Ammonium Sulphate
28.56800579,57.30636014,36.96054652486572,Silt,mothbeans,22,24,55,Urea
28.79929247,49.84213387,33.28218719195855,Loamy,mothbeans,35,17,51,MOP
27.94293692,45.41393636,15.266280831232063,Chalky,mothbeans,17,17,56,Ammonium Sulphate
30.47757686,61.58245338,16.094146681916396,Peaty,mothbeans,28,17,57,DAP
30.58139475,50.77148138,22.107258423566922,Peaty,mothbeans,22,16,36,Super Phosphate
26.85911286,41.81420849,30.112869830760857,Saline,mothbeans,11,19,41,Urea
26.31051759,61.18749126,16.351919371954793,Sandy,mothbeans,38,18,38,NPK
28.77833449,44.2252605,17.94701415448197,Clay,mothbeans,23,24,37,Urea
28.90245417,43.35365671,13.200382565691546,Loamy,mothbeans,25,20,35,Urea
29.37687468,57.69622912,11.449698935506758,Silt,mothbeans,40,20,45,Super Phosphate
24.17093241,58.25204566,17.261666233561645,Peaty,mothbeans,23,19,58,Ammonium Sulphate
26.65333029,59.79023382,13.7077802033536,Silt,mothbeans,2,23,56,Urea
28.19912143,53.50567601,12.879071259408999,Sandy,mothbeans,3,17,56,DAP
28.76488954,52.62741529,37.12405267875512,Clay,mothbeans,26,25,51,MOP
29.3499706,61.25353851,35.71120308525798,Loamy,mothbeans,39,20,42,DAP
28.00937423,52.60950014,26.75362671639329,Silt,mothbeans,27,20,59,DAP
26.85851927,48.8246387,16.221540411568533,Loamy,mothbeans,24,19,45,NPK
31.2123945,40.92604945,18.322852076970605,Sandy,mothbeans,7,17,40,Ammonium Sulphate
24.20422636,61.43378674,24.012620927339135,Sandy,mothbeans,15,23,45,Super Phosphate
29.98835437,49.60384796,39.48753267939819,Loamy,mothbeans,26,23,52,Ammonium Sulphate
29.93964907,54.61813464,18.10691108756552,Peaty,mothbeans,20,16,45,Ammonium Sulphate
31.2119298,41.55934359,15.83576173871247,Chalky,mothbeans,34,24,54,NPK
26.80474415,48.23991436,28.594316082828964,Loamy,mothbeans,19,25,51,Super Phosphate
31.49398069,62.84916863,28.058321563771855,Peaty,mothbeans,29,21,41,MOP
30.99694676,46.42693735,26.0836424344329,Silt,mothbeans,20,22,50,MOP
29.61253065,63.04749127,14.294670700174844,Loamy,mothbeans,11,23,40,DAP
29.97604322,57.03184356,36.31350962808378,Peaty,mothbeans,15,15,54,Ammonium Sulphate
30.88883074,52.62696801,32.080397934782724,Silt,mothbeans,35,22,55,Ammonium Sulphate
30.39321309,60.16299493,10.689119734505695,Clay,mothbeans,9,25,59,NPK
30.43683729,55.20522037,18.54852501231139,Silt,mothbeans,40,18,45,Ammonium Sulphate
25.32688786,63.18180319,30.444382497677225,Silt,mothbeans,35,19,38,Ammonium Sulphate
30.53684308,59.96664731,30.257534319998545,Loamy,mothbeans,14,17,58,Urea
30.38257873,40.5926071,20.52405509014896,Saline,mothbeans,40,18,55,Ammonium Sulphate
24.01825377,53.76623369,18.650000356345572,Saline,mothbeans,18,23,36,NPK
28.69841277,61.14754363,19.794552864228653,Silt,mothbeans,35,15,52,Urea
29.33743412,49.00323081,10.665342786098556,Saline,mothbeans,4,22,59,Super Phosphate
27.96583691,61.34900107,20.9995863309721,Peaty,mothbeans,22,16,51,Ammonium Sulphate
24.86803974,48.27531965,29.902891978794138,Saline,mothbeans,33,17,47,Super Phosphate
25.87682261,45.96341933,32.73705443666823,Silt,mothbeans,2,17,51,DAP
31.01963639,49.97675220000001,18.737604058428467,Chalky,mothbeans,16,21,51,DAP
27.43329405,87.80507732,23.75152803037813,Peaty,mungbean,19,20,55,NPK
28.3340432,80.77275974,28.540451822265467,Saline,mungbean,8,20,54,MOP
27.01470397,84.34262707,36.219008379581965,Chalky,mungbean,36,20,55,Ammonium Sulphate
28.17432665,81.04554836,39.96502762141717,Saline,mungbean,10,16,56,DAP
29.87888063,87.32761241,26.931222967635136,Sandy,mungbean,22,17,56,Urea
29.89232778,89.71503316,36.68449327533155,Sandy,mungbean,9,24,57,MOP
28.56212158,83.24855855,16.509577110657474,Sandy,mungbean,34,23,59,DAP
27.53592929,85.57019009999998,28.05105593663466,Clay,mungbean,31,25,51,DAP
29.68361658,87.93598094,29.147627679487634,Saline,mungbean,0,18,49,MOP
28.14448546,82.1193047,37.45378007380879,Loamy,mungbean,21,20,39,Urea
